timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orig_time
2025-10-11 08:00:04,0.15,-0.2,0.97,3.54,6.26,0.04,00:00:27
2025-10-11 08:00:04,0.17,-0.22,1.0,4.53,6.23,0.12,00:00:27
2025-10-11 08:00:04,0.14,-0.19,0.99,3.02,6.26,0.18,00:00:28
2025-10-11 08:00:04,0.16,-0.22,0.97,4.3,6.37,0.0,00:00:28
2025-10-11 08:00:05,0.15,-0.21,1.0,4.73,6.3,0.07,00:00:29
2025-10-11 08:00:05,0.15,-0.18,0.96,2.43,6.31,0.2,00:00:29
2025-10-11 08:00:05,0.16,-0.22,0.96,1.32,6.21,0.04,00:00:30
2025-10-11 08:00:05,0.16,-0.21,1.0,5.19,6.36,0.15,00:00:30
2025-10-11 08:00:05,0.16,-0.21,0.96,0.9,6.25,0.03,00:00:31
2025-10-11 08:00:05,0.16,-0.22,1.01,4.94,6.38,0.06,00:00:31
2025-10-11 08:00:05,0.14,-0.2,1.02,5.18,6.26,0.09,00:00:32
2025-10-11 08:00:05,0.16,-0.2,1.02,4.7,6.26,0.11,00:00:33
2025-10-11 08:00:05,0.14,-0.2,0.96,-0.46,6.37,0.16,00:00:33
2025-10-11 08:00:05,0.14,-0.19,0.95,-0.74,6.34,0.13,00:00:34
2025-10-11 08:00:05,0.14,-0.19,1.0,3.68,6.36,0.11,00:00:34
2025-10-11 08:00:05,0.15,-0.18,0.93,-1.84,6.25,0.07,00:00:35
2025-10-11 08:00:06,0.14,-0.2,1.04,2.75,6.28,0.2,00:00:35
2025-10-11 08:00:06,0.15,-0.22,0.94,-3.18,6.38,0.1,00:00:36
2025-10-11 08:00:06,0.15,-0.21,1.02,2.17,6.34,0.18,00:00:36
2025-10-11 08:00:06,0.15,-0.21,0.94,-3.46,6.27,0.03,00:00:37
2025-10-11 08:00:06,0.14,-0.19,1.01,1.39,6.29,0.19,00:00:37
2025-10-11 08:00:06,0.14,-0.2,1.02,0.35,6.32,0.15,00:00:38
2025-10-11 08:00:06,0.15,-0.21,0.93,-4.4,6.3,0.17,00:00:38
2025-10-11 08:00:06,0.15,-0.21,0.93,-4.64,6.33,0.18,00:00:39
2025-10-11 08:00:06,0.15,-0.21,0.94,-5.13,6.27,0.16,00:00:40
2025-10-11 08:00:06,0.16,-0.22,1.06,-1.48,6.2,0.17,00:00:40
2025-10-11 08:00:06,0.14,-0.2,0.92,-5.27,6.23,0.0,00:00:41
2025-10-11 08:00:07,0.15,-0.21,1.05,-1.87,6.38,0.03,00:00:41
2025-10-11 08:00:07,0.15,-0.19,0.92,-4.33,6.36,0.17,00:00:42
2025-10-11 08:00:07,0.15,-0.18,1.06,-3.28,6.33,0.0,00:00:42
2025-10-11 08:00:07,0.16,-0.18,1.05,-3.56,6.22,0.14,00:00:43
2025-10-11 08:00:07,0.16,-0.21,0.93,-4.18,6.29,0.2,00:00:43
2025-10-11 08:00:07,0.13,-0.2,1.06,-4.38,6.29,0.11,00:00:44
2025-10-11 08:00:07,0.15,-0.2,0.91,-4.37,6.28,0.19,00:00:44
2025-10-11 08:00:07,0.15,-0.22,1.06,-4.44,6.23,0.06,00:00:45
2025-10-11 08:00:07,0.16,-0.21,0.92,-3.57,6.39,0.0,00:00:45
2025-10-11 08:00:07,0.17,-0.22,1.05,-4.7,6.39,0.03,00:00:46
2025-10-11 08:00:07,0.13,-0.21,0.93,-2.18,6.39,0.04,00:00:46
2025-10-11 08:00:07,0.15,-0.21,0.91,-1.54,6.28,0.03,00:00:47
2025-10-11 08:00:08,0.14,-0.19,1.06,-4.69,6.32,0.12,00:00:47
2025-10-11 08:00:08,0.15,-0.19,1.07,-4.37,6.23,0.19,00:00:48
2025-10-11 08:00:08,0.14,-0.21,0.93,-0.63,6.31,0.02,00:00:48
2025-10-11 08:00:08,0.15,-0.19,0.91,0.99,6.28,0.16,00:00:49
2025-10-11 08:00:08,0.14,-0.19,0.92,1.41,6.24,0.11,00:00:50
2025-10-11 08:00:08,0.15,-0.2,1.09,-3.86,6.24,0.18,00:00:50
2025-10-11 08:00:08,0.15,-0.19,1.1,-3.07,6.35,0.13,00:00:51
2025-10-11 08:00:08,0.15,-0.21,0.92,2.76,6.21,0.18,00:00:51
2025-10-11 08:00:08,0.16,-0.2,1.08,-2.19,6.23,0.15,00:00:52
2025-10-11 08:00:08,0.14,-0.21,0.88,3.57,6.23,0.14,00:00:52
2025-10-11 08:00:08,0.16,-0.2,0.92,4.17,6.23,0.01,00:00:53
2025-10-11 08:00:09,0.15,-0.22,1.11,-1.14,6.32,0.16,00:00:53
2025-10-11 08:00:09,0.14,-0.22,0.91,4.36,6.33,0.09,00:00:54
2025-10-11 08:00:09,0.16,-0.19,1.08,-0.03,6.29,0.14,00:00:54
2025-10-11 08:00:09,0.14,-0.18,0.89,4.77,6.3,0.05,00:00:55
2025-10-11 08:00:09,0.15,-0.22,1.09,0.53,6.23,0.11,00:00:55
2025-10-11 08:00:09,0.15,-0.19,0.89,4.65,6.36,0.1,00:00:56
2025-10-11 08:00:09,0.16,-0.18,1.11,1.56,6.22,0.06,00:00:56
2025-10-11 08:00:09,0.16,-0.19,0.9,5.38,6.31,0.11,00:00:57
2025-10-11 08:00:09,0.17,-0.18,1.09,2.88,6.36,0.07,00:00:57
2025-10-11 08:00:09,0.16,-0.21,1.12,3.7,6.39,0.1,00:00:58
2025-10-11 08:00:09,0.14,-0.2,0.92,4.82,6.25,0.11,00:00:58
2025-10-11 08:00:09,0.14,-0.19,1.11,4.65,6.22,0.08,00:00:59
2025-10-11 08:00:10,0.17,-0.2,0.9,3.88,6.31,0.16,00:00:59
2025-10-11 08:00:10,0.14,-0.22,1.09,4.45,6.24,0.07,00:01:00
2025-10-11 08:00:10,0.15,-0.21,0.89,3.31,6.35,0.09,00:01:00
2025-10-11 08:00:10,0.15,-0.22,0.92,3.04,6.4,0.1,00:01:01
2025-10-11 08:00:10,0.15,-0.19,1.11,4.79,6.25,0.11,00:01:01
2025-10-11 08:00:10,0.16,-0.19,1.09,5.16,6.27,0.19,00:01:02
2025-10-11 08:00:10,0.13,-0.2,0.92,1.91,6.24,0.08,00:01:02
2025-10-11 08:00:10,0.13,-0.19,0.92,1.19,6.2,0.18,00:01:03
2025-10-11 08:00:10,0.14,-0.18,1.09,5.28,6.34,0.02,00:01:03
2025-10-11 08:00:10,0.17,-0.2,1.11,4.73,6.37,0.11,00:01:04
2025-10-11 08:00:10,0.15,-0.19,0.89,0.25,6.34,0.16,00:01:04
2025-10-11 08:00:11,0.13,-0.22,0.91,-1.49,6.27,0.12,00:01:05
2025-10-11 08:00:11,0.16,-0.2,1.08,3.98,6.29,0.17,00:01:05
2025-10-11 08:00:11,0.16,-0.19,0.92,-1.73,6.35,0.15,00:01:06
2025-10-11 08:00:11,0.16,-0.2,1.11,3.33,6.33,0.09,00:01:06
2025-10-11 08:00:11,0.16,-0.19,1.08,2.82,6.31,0.03,00:01:07
2025-10-11 08:00:11,0.14,-0.2,0.91,-3.1,6.31,0.09,00:01:07
2025-10-11 08:00:11,0.14,-0.18,1.08,1.8,6.24,0.11,00:01:08
2025-10-11 08:00:11,0.17,-0.22,0.91,-3.96,6.29,0.15,00:01:08
2025-10-11 08:00:11,0.15,-0.19,0.92,-3.87,6.28,0.14,00:01:09
2025-10-11 08:00:11,0.14,-0.2,1.11,1.16,6.3,0.13,00:01:09
2025-10-11 08:00:11,0.17,-0.2,0.94,-5.0,6.27,0.18,00:01:10
2025-10-11 08:00:11,0.16,-0.21,1.1,-0.24,6.26,0.15,00:01:10
2025-10-11 08:00:12,0.16,-0.2,0.91,-4.74,6.27,0.13,00:01:11
2025-10-11 08:00:12,0.14,-0.18,1.07,-1.44,6.24,0.05,00:01:11
2025-10-11 08:00:12,0.13,-0.2,0.92,-5.07,6.4,0.15,00:01:12
2025-10-11 08:00:12,0.14,-0.21,1.11,-2.26,6.23,0.04,00:01:12
2025-10-11 08:00:12,0.17,-0.2,0.93,-4.38,6.29,0.05,00:01:13
2025-10-11 08:00:12,0.15,-0.21,1.09,-3.43,6.32,0.16,00:01:13
2025-10-11 08:00:12,0.16,-0.22,1.08,-3.73,6.28,0.04,00:01:14
2025-10-11 08:00:12,0.13,-0.19,0.94,-4.93,6.26,0.11,00:01:14
2025-10-11 08:00:12,0.14,-0.2,0.95,-4.33,6.28,0.03,00:01:15
2025-10-11 08:00:12,0.15,-0.21,1.07,-4.75,6.25,0.09,00:01:15
2025-10-11 08:00:12,0.13,-0.21,1.06,-4.88,6.35,0.05,00:01:16
2025-10-11 08:00:13,0.16,-0.19,0.95,-3.49,6.36,0.17,00:01:16
2025-10-11 08:00:13,0.14,-0.2,0.97,-2.56,6.34,0.2,00:01:17
2025-10-11 08:00:13,0.15,-0.2,1.08,-5.34,6.24,0.1,00:01:17
2025-10-11 08:00:13,0.13,-0.19,0.96,-1.83,6.33,0.17,00:01:18
2025-10-11 08:00:13,0.16,-0.18,1.09,-4.89,6.39,0.12,00:01:18
2025-10-11 08:00:13,0.16,-0.21,0.96,-0.26,6.37,0.16,00:01:19
2025-10-11 08:00:13,0.15,-0.2,1.07,-5.26,6.35,0.16,00:01:19
2025-10-11 08:00:13,0.15,-0.2,0.97,0.87,6.28,0.19,00:01:20
2025-10-11 08:00:13,0.14,-0.21,1.07,-4.66,6.34,0.15,00:01:20
2025-10-11 08:00:13,0.14,-0.18,1.07,-3.78,6.26,0.16,00:01:21
2025-10-11 08:00:13,0.16,-0.2,0.98,1.83,6.27,0.05,00:01:21
2025-10-11 08:00:13,0.14,-0.18,0.98,1.97,6.39,0.12,00:01:22
2025-10-11 08:00:14,0.15,-0.19,1.04,-2.81,6.39,0.08,00:01:22
2025-10-11 08:00:14,0.17,-0.22,0.98,3.51,6.24,0.05,00:01:23
2025-10-11 08:00:14,0.14,-0.21,1.03,-2.54,6.34,0.05,00:01:23
2025-10-11 08:00:14,0.17,-0.19,0.98,4.01,6.32,0.05,00:01:24
2025-10-11 08:00:14,0.16,-0.19,1.06,-0.82,6.22,0.17,00:01:24
2025-10-11 08:00:14,0.14,-0.21,0.99,4.13,6.25,0.05,00:01:25
2025-10-11 08:00:14,0.14,-0.19,1.05,0.12,6.23,0.0,00:01:25
2025-10-11 08:00:14,0.15,-0.19,1.0,4.71,6.36,0.15,00:01:26
2025-10-11 08:00:14,0.16,-0.18,1.03,1.06,6.39,0.03,00:01:26
2025-10-11 08:00:14,0.15,-0.2,0.99,5.4,6.26,0.14,00:01:27
2025-10-11 08:00:14,0.16,-0.21,1.01,1.39,6.25,0.03,00:01:27
2025-10-11 08:00:15,0.14,-0.19,0.99,5.27,6.25,0.05,00:01:28
2025-10-11 08:00:15,0.13,-0.22,1.04,2.5,6.2,0.13,00:01:28
2025-10-11 08:00:15,0.17,-0.21,1.02,4.66,6.26,0.07,00:01:29
2025-10-11 08:00:15,0.16,-0.19,1.04,3.41,6.25,0.04,00:01:29
2025-10-11 08:00:15,0.15,-0.2,1.0,4.09,6.38,0.19,00:01:30
2025-10-11 08:00:15,0.13,-0.2,1.02,4.43,6.25,0.14,00:01:30
2025-10-11 08:00:15,0.15,-0.2,0.99,4.75,6.29,0.11,00:01:31
2025-10-11 08:00:15,0.15,-0.21,1.02,4.11,6.35,0.05,00:01:31
2025-10-11 08:00:15,0.16,-0.2,1.02,4.58,6.38,0.14,00:01:32
2025-10-11 08:00:15,0.16,-0.2,1.01,3.38,6.34,0.19,00:01:32
2025-10-11 08:00:15,0.15,-0.21,1.0,4.72,6.29,0.07,00:01:33
2025-10-11 08:00:15,0.15,-0.19,1.02,2.56,6.38,0.18,00:01:33
2025-10-11 08:00:16,0.16,-0.19,1.0,4.91,6.37,0.01,00:01:34
2025-10-11 08:00:16,0.15,-0.19,1.03,1.33,6.23,0.06,00:01:34
2025-10-11 08:00:16,0.16,-0.2,1.05,0.31,6.26,0.03,00:01:35
2025-10-11 08:00:16,0.14,-0.22,0.99,4.31,6.34,0.07,00:01:35
2025-10-11 08:00:16,0.15,-0.19,1.03,-1.01,6.35,0.0,00:01:36
2025-10-11 08:00:16,0.14,-0.2,1.0,3.81,6.37,0.19,00:01:36
2025-10-11 08:00:16,0.16,-0.21,1.06,-2.04,6.3,0.12,00:01:37
2025-10-11 08:00:16,0.13,-0.18,0.98,3.94,6.25,0.11,00:01:37
2025-10-11 08:00:16,0.14,-0.19,1.05,-2.46,6.25,0.08,00:01:38
2025-10-11 08:00:16,0.14,-0.21,0.98,2.67,6.26,0.03,00:01:38
2025-10-11 08:00:16,0.16,-0.22,1.04,-3.19,6.34,0.08,00:01:39
2025-10-11 08:00:17,0.16,-0.21,0.96,1.55,6.24,0.05,00:01:39
2025-10-11 08:00:17,0.15,-0.2,1.07,-4.04,6.31,0.03,00:01:40
2025-10-11 08:00:17,0.15,-0.19,0.98,1.05,6.2,0.09,00:01:40
2025-10-11 08:00:17,0.16,-0.21,0.98,0.14,6.2,0.01,00:01:41
2025-10-11 08:00:17,0.16,-0.19,1.06,-4.36,6.23,0.17,00:01:41
2025-10-11 08:00:17,0.13,-0.18,1.07,-5.03,6.22,0.16,00:01:42
2025-10-11 08:00:17,0.16,-0.19,0.94,-0.95,6.24,0.01,00:01:42
2025-10-11 08:00:17,0.16,-0.21,1.08,-4.88,6.21,0.09,00:01:43
2025-10-11 08:00:17,0.15,-0.22,0.96,-1.95,6.3,0.05,00:01:43
2025-10-11 08:00:17,0.16,-0.18,1.09,-4.98,6.27,0.19,00:01:44
2025-10-11 08:00:17,0.14,-0.19,0.93,-3.25,6.21,0.12,00:01:45
2025-10-11 08:00:17,0.15,-0.2,1.09,-4.75,6.31,0.02,00:01:45
2025-10-11 08:00:18,0.17,-0.21,0.92,-3.35,6.25,0.2,00:01:46
2025-10-11 08:00:18,0.16,-0.19,1.08,-4.06,6.21,0.13,00:01:46
2025-10-11 08:00:18,0.15,-0.2,1.08,-3.66,6.34,0.06,00:01:47
2025-10-11 08:00:18,0.17,-0.2,0.94,-4.06,6.25,0.02,00:01:47
2025-10-11 08:00:18,0.15,-0.2,0.92,-4.51,6.36,0.19,00:01:48
2025-10-11 08:00:18,0.14,-0.19,1.09,-2.69,6.31,0.14,00:01:48
2025-10-11 08:00:18,0.17,-0.18,0.92,-4.74,6.33,0.12,00:01:49
2025-10-11 08:00:18,0.16,-0.21,1.08,-1.27,6.28,0.13,00:01:49
2025-10-11 08:00:18,0.17,-0.22,0.93,-4.88,6.33,0.15,00:01:50
2025-10-11 08:00:18,0.14,-0.18,1.08,-0.51,6.39,0.15,00:01:50
2025-10-11 08:00:18,0.13,-0.19,1.1,-0.09,6.27,0.16,00:01:51
2025-10-11 08:00:19,0.13,-0.2,0.92,-5.15,6.28,0.08,00:01:51
2025-10-11 08:00:19,0.16,-0.22,1.11,1.75,6.3,0.15,00:01:52
2025-10-11 08:00:19,0.15,-0.19,0.93,-3.96,6.2,0.1,00:01:52
2025-10-11 08:00:19,0.16,-0.21,0.93,-4.2,6.27,0.06,00:01:53
2025-10-11 08:00:19,0.15,-0.19,1.11,2.02,6.38,0.01,00:01:53
2025-10-11 08:00:19,0.14,-0.22,1.09,3.1,6.31,0.14,00:01:54
2025-10-11 08:00:19,0.16,-0.19,0.92,-3.01,6.26,0.06,00:01:54
2025-10-11 08:00:19,0.17,-0.18,0.9,-2.12,6.25,0.1,00:01:55
2025-10-11 08:00:19,0.15,-0.21,1.09,3.5,6.24,0.15,00:01:55
2025-10-11 08:00:19,0.15,-0.2,1.09,4.74,6.28,0.08,00:01:56
2025-10-11 08:00:19,0.17,-0.2,0.91,-1.1,6.31,0.11,00:01:56
2025-10-11 08:00:19,0.17,-0.19,0.91,-0.47,6.36,0.12,00:01:57
2025-10-11 08:00:20,0.17,-0.2,1.12,4.6,6.32,0.11,00:01:57
2025-10-11 08:00:20,0.14,-0.19,0.92,0.88,6.23,0.17,00:01:58
2025-10-11 08:00:20,0.14,-0.2,1.11,4.57,6.37,0.1,00:01:58
2025-10-11 08:00:20,0.16,-0.2,0.91,1.5,6.28,0.03,00:01:59
2025-10-11 08:00:20,0.14,-0.2,1.11,5.04,6.2,0.02,00:01:59
2025-10-11 08:00:20,0.15,-0.2,0.91,2.27,6.24,0.03,00:02:00
2025-10-11 08:00:20,0.14,-0.19,1.09,4.43,6.29,0.19,00:02:00
2025-10-11 08:00:20,0.17,-0.21,1.09,4.35,6.23,0.12,00:02:01
2025-10-11 08:00:20,0.15,-0.2,0.9,3.08,6.33,0.2,00:02:01
2025-10-11 08:00:20,0.15,-0.19,0.9,4.32,6.23,0.18,00:02:02
2025-10-11 08:00:20,0.15,-0.19,1.09,3.88,6.22,0.07,00:02:02
2025-10-11 08:00:21,0.17,-0.21,1.08,2.84,6.35,0.08,00:02:03
2025-10-11 08:00:21,0.13,-0.2,0.89,4.12,6.22,0.14,00:02:03
2025-10-11 08:00:21,0.14,-0.2,0.91,4.35,6.23,0.07,00:02:04
2025-10-11 08:00:21,0.17,-0.21,1.09,1.76,6.39,0.05,00:02:04
2025-10-11 08:00:21,0.17,-0.2,0.9,4.61,6.22,0.07,00:02:05
2025-10-11 08:00:21,0.13,-0.22,1.1,0.92,6.3,0.02,00:02:05
2025-10-11 08:00:21,0.15,-0.2,1.09,0.69,6.22,0.02,00:02:06
2025-10-11 08:00:21,0.17,-0.18,0.89,4.85,6.33,0.1,00:02:06
2025-10-11 08:00:21,0.15,-0.2,1.11,-0.6,6.27,0.19,00:02:07
2025-10-11 08:00:21,0.14,-0.2,0.89,5.17,6.22,0.16,00:02:07
2025-10-11 08:00:21,0.13,-0.19,1.1,-1.48,6.3,0.02,00:02:08
2025-10-11 08:00:21,0.16,-0.2,0.91,4.3,6.29,0.07,00:02:08
2025-10-11 08:00:22,0.16,-0.22,0.91,3.62,6.25,0.17,00:02:09
2025-10-11 08:00:22,0.14,-0.2,1.1,-2.45,6.26,0.1,00:02:09
2025-10-11 08:00:22,0.17,-0.2,1.08,-3.27,6.37,0.01,00:02:10
2025-10-11 08:00:22,0.16,-0.21,0.91,2.83,6.31,0.06,00:02:10
2025-10-11 08:00:22,0.14,-0.19,0.92,2.37,6.23,0.07,00:02:11
2025-10-11 08:00:22,0.17,-0.19,1.08,-3.6,6.26,0.11,00:02:11
2025-10-11 08:00:22,0.14,-0.2,1.1,-4.69,6.34,0.13,00:02:12
2025-10-11 08:00:22,0.17,-0.2,0.89,0.61,6.38,0.11,00:02:12
2025-10-11 08:00:22,0.14,-0.22,0.91,0.39,6.24,0.05,00:02:13
2025-10-11 08:00:22,0.16,-0.2,1.08,-4.48,6.26,0.2,00:02:13
2025-10-11 08:00:22,0.16,-0.22,1.08,-4.62,6.28,0.1,00:02:14
2025-10-11 08:00:23,0.13,-0.22,0.9,-1.47,6.23,0.16,00:02:14
2025-10-11 08:00:23,0.16,-0.22,0.92,-1.88,6.32,0.04,00:02:15
2025-10-11 08:00:23,0.15,-0.21,1.08,-4.61,6.21,0.04,00:02:15
2025-10-11 08:00:23,0.14,-0.21,1.06,-4.69,6.3,0.19,00:02:16
2025-10-11 08:00:23,0.14,-0.18,0.9,-2.73,6.33,0.1,00:02:16
2025-10-11 08:00:23,0.15,-0.19,0.92,-3.76,6.23,0.12,00:02:17
2025-10-11 08:00:23,0.16,-0.21,1.06,-3.99,6.32,0.14,00:02:17
2025-10-11 08:00:23,0.13,-0.21,0.94,-4.37,6.2,0.04,00:02:18
2025-10-11 08:00:23,0.15,-0.2,1.07,-3.99,6.38,0.03,00:02:18
2025-10-11 08:00:23,0.16,-0.21,0.92,-4.73,6.38,0.16,00:02:19
2025-10-11 08:00:23,0.14,-0.22,1.03,-2.6,6.27,0.19,00:02:19
2025-10-11 08:00:23,0.17,-0.21,0.92,-5.43,6.38,0.02,00:02:20
2025-10-11 08:00:24,0.14,-0.21,1.05,-1.57,6.3,0.17,00:02:20
2025-10-11 08:00:24,0.13,-0.21,0.92,-5.0,6.26,0.13,00:02:21
2025-10-11 08:00:24,0.17,-0.22,1.05,-0.95,6.37,0.15,00:02:21
2025-10-11 08:00:24,0.14,-0.2,1.05,-0.21,6.23,0.09,00:02:22
2025-10-11 08:00:24,0.16,-0.18,0.95,-4.66,6.23,0.15,00:02:22
2025-10-11 08:00:24,0.17,-0.21,1.02,1.07,6.24,0.14,00:02:23
2025-10-11 08:00:24,0.15,-0.22,0.94,-4.45,6.22,0.09,00:02:23
2025-10-11 08:00:24,0.16,-0.21,0.93,-4.07,6.29,0.13,00:02:24
2025-10-11 08:00:24,0.15,-0.22,1.01,2.43,6.38,0.14,00:02:24
2025-10-11 08:00:24,0.15,-0.19,1.02,2.73,6.33,0.15,00:02:25
2025-10-11 08:00:24,0.15,-0.2,0.94,-3.31,6.27,0.12,00:02:25
2025-10-11 08:00:25,0.13,-0.2,0.96,-2.36,6.35,0.14,00:02:26
2025-10-11 08:00:25,0.15,-0.19,1.04,3.81,6.22,0.14,00:02:26
2025-10-11 08:00:25,0.13,-0.19,1.0,3.9,6.36,0.05,00:02:27
2025-10-11 08:00:25,0.13,-0.18,0.95,-2.06,6.26,0.2,00:02:27
2025-10-11 08:00:25,0.17,-0.21,1.02,4.64,6.2,0.04,00:02:28
2025-10-11 08:00:25,0.13,-0.19,0.95,-0.77,6.37,0.17,00:02:28
2025-10-11 08:00:25,0.16,-0.19,1.0,5.28,6.25,0.12,00:02:29
2025-10-11 08:00:25,0.14,-0.21,0.97,0.5,6.35,0.1,00:02:29
2025-10-11 08:00:25,0.15,-0.18,1.0,5.33,6.21,0.17,00:02:30
2025-10-11 08:00:25,0.14,-0.2,0.96,1.69,6.27,0.05,00:02:30
2025-10-11 08:00:25,0.16,-0.2,0.97,4.42,6.24,0.1,00:02:31
2025-10-11 08:00:25,0.14,-0.2,0.97,2.44,6.23,0.07,00:02:31
2025-10-11 08:00:26,0.14,-0.22,0.98,4.44,6.38,0.18,00:02:32
2025-10-11 08:00:26,0.14,-0.2,0.96,3.04,6.38,0.06,00:02:32
2025-10-11 08:00:26,0.14,-0.21,0.97,3.84,6.24,0.0,00:02:33
2025-10-11 08:00:26,0.14,-0.2,1.0,3.84,6.32,0.15,00:02:33
2025-10-11 08:00:26,0.15,-0.19,0.98,3.99,6.38,0.17,00:02:34
2025-10-11 08:00:26,0.16,-0.18,0.98,2.89,6.33,0.16,00:02:34
2025-10-11 08:00:26,0.16,-0.2,0.97,4.68,6.38,0.06,00:02:35
2025-10-11 08:00:26,0.14,-0.22,0.97,2.92,6.29,0.12,00:02:35
2025-10-11 08:00:26,0.16,-0.22,0.99,5.2,6.28,0.11,00:02:36
2025-10-11 08:00:26,0.13,-0.21,0.95,1.86,6.23,0.05,00:02:36
2025-10-11 08:00:26,0.16,-0.2,1.01,4.75,6.23,0.18,00:02:37
2025-10-11 08:00:27,0.14,-0.18,0.96,0.6,6.31,0.06,00:02:37
